Year,County,PSI,PSIDescription,Count,Population,ObsRate
2015,Santa Cruz,24,Postoperative Wound Dehiscence,0 ," 153,534 ",0.00
2005,Shasta,24,Postoperative Wound Dehiscence,4 ," 133,597 ",2.99
2006,Shasta,24,Postoperative Wound Dehiscence,3 ," 134,702 ",2.23
2007,Shasta,24,Postoperative Wound Dehiscence,5 ," 135,409 ",3.69
2008,Shasta,24,Postoperative Wound Dehiscence,3 ," 136,355 ",2.20
2009,Shasta,24,Postoperative Wound Dehiscence,2 ," 137,066 ",1.46
2010,Shasta,24,Postoperative Wound Dehiscence,0 ," 137,755 ",0.00
2011,Shasta,24,Postoperative Wound Dehiscence,3 ," 138,865 ",2.16
2012,Shasta,24,Postoperative Wound Dehiscence,1 ," 137,373 ",0.73
2013,Shasta,24,Postoperative Wound Dehiscence,6 ," 138,135 ",4.34
2014,Shasta,24,Postoperative Wound Dehiscence,4 ," 142,262 ",2.81
2015,Shasta,24,Postoperative Wound Dehiscence,3 ," 104,057 ",2.88
2005,Sierra,24,Postoperative Wound Dehiscence,0 ," 2,724 ",0.00
2006,Sierra,24,Postoperative Wound Dehiscence,0 ," 2,774 ",0.00
2007,Sierra,24,Postoperative Wound Dehiscence,0 ," 2,756 ",0.00
2008,Sierra,24,Postoperative Wound Dehiscence,0 ," 2,742 ",0.00
2009,Sierra,24,Postoperative Wound Dehiscence,0 ," 2,687 ",0.00
2010,Sierra,24,Postoperative Wound Dehiscence,0 ," 2,692 ",0.00
2011,Sierra,24,Postoperative Wound Dehiscence,0 ," 2,613 ",0.00
2012,Sierra,24,Postoperative Wound Dehiscence,0 ," 4,609 ",0.00
2013,Sierra,24,Postoperative Wound Dehiscence,0 ," 4,566 ",0.00
2014,Sierra,24,Postoperative Wound Dehiscence,0 ," 3,692 ",0.00
2015,Sierra,24,Postoperative Wound Dehiscence,0 ," 4,137 ",0.00
2005,Siskiyou,24,Postoperative Wound Dehiscence,0 ," 35,143 ",0.00
2006,Siskiyou,24,Postoperative Wound Dehiscence,2 ," 35,080 ",5.70
2007,Siskiyou,24,Postoperative Wound Dehiscence,0 ," 35,195 ",0.00
2008,Siskiyou,24,Postoperative Wound Dehiscence,0 ," 35,541 ",0.00
2009,Siskiyou,24,Postoperative Wound Dehiscence,0 ," 35,511 ",0.00
2010,Siskiyou,24,Postoperative Wound Dehiscence,0 ," 35,719 ",0.00
2011,Siskiyou,24,Postoperative Wound Dehiscence,1 ," 35,459 ",2.82
2012,Siskiyou,24,Postoperative Wound Dehiscence,1 ," 36,324 ",2.75
2013,Siskiyou,24,Postoperative Wound Dehiscence,1 ," 36,015 ",2.78
2014,Siskiyou,24,Postoperative Wound Dehiscence,1 ," 36,411 ",2.75
2015,Siskiyou,24,Postoperative Wound Dehiscence,0 ," 27,121 ",0.00
2005,Solano,24,Postoperative Wound Dehiscence,2 ," 301,678 ",0.66
2006,Solano,24,Postoperative Wound Dehiscence,4 ," 303,214 ",1.32
2007,Solano,24,Postoperative Wound Dehiscence,9 ," 304,287 ",2.96
2008,Solano,24,Postoperative Wound Dehiscence,6 ," 306,167 ",1.96
2009,Solano,24,Postoperative Wound Dehiscence,6 ," 308,635 ",1.94
2010,Solano,24,Postoperative Wound Dehiscence,7 ," 313,165 ",2.24
2011,Solano,24,Postoperative Wound Dehiscence,4 ," 316,734 ",1.26
2012,Solano,24,Postoperative Wound Dehiscence,9 ," 312,400 ",2.88
2013,Solano,24,Postoperative Wound Dehiscence,3 ," 317,212 ",0.95
2014,Solano,24,Postoperative Wound Dehiscence,5 ," 320,144 ",1.56
2015,Solano,24,Postoperative Wound Dehiscence,2 ," 242,676 ",0.82
2005,Sonoma,24,Postoperative Wound Dehiscence,7 ," 358,116 ",1.95
2006,Sonoma,24,Postoperative Wound Dehiscence,3 ," 358,614 ",0.84
2007,Sonoma,24,Postoperative Wound Dehiscence,2 ," 361,223 ",0.55
2008,Sonoma,24,Postoperative Wound Dehiscence,0 ," 366,471 ",0.00
2009,Sonoma,24,Postoperative Wound Dehiscence,4 ," 372,373 ",1.07
2010,Sonoma,24,Postoperative Wound Dehiscence,3 ," 377,723 ",0.79
2011,Sonoma,24,Postoperative Wound Dehiscence,6 ," 381,767 ",1.57
2012,Sonoma,24,Postoperative Wound Dehiscence,2 ," 375,444 ",0.53
2013,Sonoma,24,Postoperative Wound Dehiscence,2 ," 380,676 ",0.53
2014,Sonoma,24,Postoperative Wound Dehiscence,4 ," 383,621 ",1.04
2015,Sonoma,24,Postoperative Wound Dehiscence,4 ," 289,219 ",1.38
2005,Stanislaus,24,Postoperative Wound Dehiscence,9 ," 351,584 ",2.56
2006,Stanislaus,24,Postoperative Wound Dehiscence,11 ," 355,891 ",3.09
2007,Stanislaus,24,Postoperative Wound Dehiscence,14 ," 358,840 ",3.90
2008,Stanislaus,24,Postoperative Wound Dehiscence,10 ," 360,777 ",2.77
2009,Stanislaus,24,Postoperative Wound Dehiscence,3 ," 363,949 ",0.82
2010,Stanislaus,24,Postoperative Wound Dehiscence,6 ," 368,478 ",1.63
2011,Stanislaus,24,Postoperative Wound Dehiscence,6 ," 372,845 ",1.61
2012,Stanislaus,24,Postoperative Wound Dehiscence,5 ," 362,639 ",1.38
2013,Stanislaus,24,Postoperative Wound Dehiscence,5 ," 367,108 ",1.36
2014,Stanislaus,24,Postoperative Wound Dehiscence,2 ," 381,811 ",0.52
2015,Stanislaus,24,Postoperative Wound Dehiscence,2 ," 278,069 ",0.72
2005,Sutter,24,Postoperative Wound Dehiscence,0 ," 64,008 ",0.00
2006,Sutter,24,Postoperative Wound Dehiscence,0 ," 65,772 ",0.00
2007,Sutter,24,Postoperative Wound Dehiscence,3 ," 67,100 ",4.47
2008,Sutter,24,Postoperative Wound Dehiscence,1 ," 67,885 ",1.47
2009,Sutter,24,Postoperative Wound Dehiscence,0 ," 68,389 ",0.00
2010,Sutter,24,Postoperative Wound Dehiscence,3 ," 68,807 ",4.36
2011,Sutter,24,Postoperative Wound Dehiscence,2 ," 69,305 ",2.89
2012,Sutter,24,Postoperative Wound Dehiscence,2 ," 68,806 ",2.91
2013,Sutter,24,Postoperative Wound Dehiscence,1 ," 69,609 ",1.44
2014,Sutter,24,Postoperative Wound Dehiscence,2 ," 72,717 ",2.75
2015,Sutter,24,Postoperative Wound Dehiscence,0 ," 52,739 ",0.00
2005,Tehama,24,Postoperative Wound Dehiscence,0 ," 44,895 ",0.00
2006,Tehama,24,Postoperative Wound Dehiscence,1 ," 45,563 ",2.19
2007,Tehama,24,Postoperative Wound Dehiscence,1 ," 46,078 ",2.17
2008,Tehama,24,Postoperative Wound Dehiscence,1 ," 46,523 ",2.15
2009,Tehama,24,Postoperative Wound Dehiscence,3 ," 46,816 ",6.41
2010,Tehama,24,Postoperative Wound Dehiscence,3 ," 47,599 ",6.30
2011,Tehama,24,Postoperative Wound Dehiscence,0 ," 47,875 ",0.00
2012,Tehama,24,Postoperative Wound Dehiscence,1 ," 48,301 ",2.07
2013,Tehama,24,Postoperative Wound Dehiscence,1 ," 48,413 ",2.07
2014,Tehama,24,Postoperative Wound Dehiscence,1 ," 49,807 ",2.01
2015,Tehama,24,Postoperative Wound Dehiscence,2 ," 36,662 ",5.46
2005,Trinity,24,Postoperative Wound Dehiscence,1 ," 10,730 ",9.32
2006,Trinity,24,Postoperative Wound Dehiscence,0 ," 10,964 ",0.00
2007,Trinity,24,Postoperative Wound Dehiscence,1 ," 11,018 ",9.08
2008,Trinity,24,Postoperative Wound Dehiscence,0 ," 11,094 ",0.00
2009,Trinity,24,Postoperative Wound Dehiscence,1 ," 11,212 ",8.92
2010,Trinity,24,Postoperative Wound Dehiscence,1 ," 11,321 ",8.83
2011,Trinity,24,Postoperative Wound Dehiscence,0 ," 11,284 ",0.00
2012,Trinity,24,Postoperative Wound Dehiscence,0 ," 13,009 ",0.00
2013,Trinity,24,Postoperative Wound Dehiscence,0 ," 12,954 ",0.00
2014,Trinity,24,Postoperative Wound Dehiscence,0 ," 12,540 ",0.00
2015,Trinity,24,Postoperative Wound Dehiscence,1 ," 10,219 ",9.79
2005,Tulare,24,Postoperative Wound Dehiscence,5 ," 274,190 ",1.82
2006,Tulare,24,Postoperative Wound Dehiscence,5 ," 279,155 ",1.79
2007,Tulare,24,Postoperative Wound Dehiscence,6 ," 284,348 ",2.11
2008,Tulare,24,Postoperative Wound Dehiscence,8 ," 289,358 ",2.76
2009,Tulare,24,Postoperative Wound Dehiscence,9 ," 294,800 ",3.05
2010,Tulare,24,Postoperative Wound Dehiscence,2 ," 299,782 ",0.67
2011,Tulare,24,Postoperative Wound Dehiscence,5 ," 304,563 ",1.64
2012,Tulare,24,Postoperative Wound Dehiscence,7 ," 294,333 ",2.38
2013,Tulare,24,Postoperative Wound Dehiscence,2 ," 297,733 ",0.67
2014,Tulare,24,Postoperative Wound Dehiscence,4 ," 312,899 ",1.28
2015,Tulare,24,Postoperative Wound Dehiscence,2 ," 224,331 ",0.89
2005,Tuolumne,24,Postoperative Wound Dehiscence,2 ," 46,037 ",4.34
2006,Tuolumne,24,Postoperative Wound Dehiscence,2 ," 46,178 ",4.33
2007,Tuolumne,24,Postoperative Wound Dehiscence,0 ," 46,095 ",0.00
2008,Tuolumne,24,Postoperative Wound Dehiscence,2 ," 46,161 ",4.33
2009,Tuolumne,24,Postoperative Wound Dehiscence,1 ," 45,938 ",2.18
2010,Tuolumne,24,Postoperative Wound Dehiscence,0 ," 45,625 ",0.00
2011,Tuolumne,24,Postoperative Wound Dehiscence,1 ," 45,626 ",2.19
2012,Tuolumne,24,Postoperative Wound Dehiscence,1 ," 45,848 ",2.18
2013,Tuolumne,24,Postoperative Wound Dehiscence,0 ," 45,813 ",0.00
2014,Tuolumne,24,Postoperative Wound Dehiscence,3 ," 46,483 ",6.45
2015,Tuolumne,24,Postoperative Wound Dehiscence,0 ," 34,447 ",0.00
2005,Ventura,24,Postoperative Wound Dehiscence,13 ," 579,683 ",2.24
2006,Ventura,24,Postoperative Wound Dehiscence,6 ," 584,984 ",1.03
2007,Ventura,24,Postoperative Wound Dehiscence,13 ," 588,179 ",2.21
2008,Ventura,24,Postoperative Wound Dehiscence,10 ," 594,902 ",1.68
2009,Ventura,24,Postoperative Wound Dehiscence,11 ," 603,759 ",1.82
2010,Ventura,24,Postoperative Wound Dehiscence,9 ," 613,523 ",1.47
2011,Ventura,24,Postoperative Wound Dehiscence,4 ," 621,646 ",0.64
2012,Ventura,24,Postoperative Wound Dehiscence,6 ," 604,609 ",0.99
2013,Ventura,24,Postoperative Wound Dehiscence,7 ," 611,966 ",1.14
2014,Ventura,24,Postoperative Wound Dehiscence,8 ," 627,517 ",1.27
2015,Ventura,24,Postoperative Wound Dehiscence,4 ," 462,309 ",0.87
2005,Yolo,24,Postoperative Wound Dehiscence,3 ," 138,697 ",2.16
2006,Yolo,24,Postoperative Wound Dehiscence,8 ," 141,734 ",5.64
2007,Yolo,24,Postoperative Wound Dehiscence,2 ," 145,666 ",1.37
2008,Yolo,24,Postoperative Wound Dehiscence,0 ," 148,222 ",0.00
2009,Yolo,24,Postoperative Wound Dehiscence,2 ," 150,584 ",1.33
2010,Yolo,24,Postoperative Wound Dehiscence,2 ," 152,061 ",1.32
2011,Yolo,24,Postoperative Wound Dehiscence,2 ," 153,893 ",1.30
2012,Yolo,24,Postoperative Wound Dehiscence,2 ," 150,107 ",1.33
2013,Yolo,24,Postoperative Wound Dehiscence,2 ," 151,676 ",1.32
2014,Yolo,24,Postoperative Wound Dehiscence,1 ," 158,797 ",0.63
2015,Yolo,24,Postoperative Wound Dehiscence,0 ," 115,361 ",0.00
2005,Yuba,24,Postoperative Wound Dehiscence,2 ," 46,675 ",4.28
2006,Yuba,24,Postoperative Wound Dehiscence,1 ," 48,823 ",2.05
2007,Yuba,24,Postoperative Wound Dehiscence,1 ," 49,805 ",2.01
2008,Yuba,24,Postoperative Wound Dehiscence,1 ," 50,676 ",1.97
2009,Yuba,24,Postoperative Wound Dehiscence,0 ," 50,775 ",0.00
2010,Yuba,24,Postoperative Wound Dehiscence,3 ," 51,396 ",5.84
2011,Yuba,24,Postoperative Wound Dehiscence,1 ," 51,791 ",1.93
2012,Yuba,24,Postoperative Wound Dehiscence,2 ," 52,301 ",3.82
2013,Yuba,24,Postoperative Wound Dehiscence,1 ," 52,770 ",1.90
2014,Yuba,24,Postoperative Wound Dehiscence,0 ," 54,942 ",0.00
2015,Yuba,24,Postoperative Wound Dehiscence,0 ," 40,517 ",0.00
2005,STATEWIDE,25,Accidental Puncture or Laceration,"8,717 "," 26,447,738 ",32.96
2006,STATEWIDE,25,Accidental Puncture or Laceration,"8,875 "," 26,679,904 ",33.26
2007,STATEWIDE,25,Accidental Puncture or Laceration,"8,898 "," 26,935,981 ",33.03
2008,STATEWIDE,25,Accidental Puncture or Laceration,"8,493 "," 27,272,108 ",31.14
2009,STATEWIDE,25,Accidental Puncture or Laceration,"7,724 "," 27,630,962 ",27.95
2010,STATEWIDE,25,Accidental Puncture or Laceration,"7,764 "," 28,000,783 ",27.73
2011,STATEWIDE,25,Accidental Puncture or Laceration,"7,362 "," 28,396,854 ",25.93
2012,STATEWIDE,25,Accidental Puncture or Laceration,"6,726 "," 27,818,703 ",24.18
2013,STATEWIDE,25,Accidental Puncture or Laceration,"5,869 "," 28,195,720 ",20.82
2014,STATEWIDE,25,Accidental Puncture or Laceration,"4,807 "," 28,842,368 ",16.67
2015,STATEWIDE,25,Accidental Puncture or Laceration,"3,147 "," 21,475,301 ",14.65
2005,Alameda,25,Accidental Puncture or Laceration,361 ," 1,102,068 ",32.76
2006,Alameda,25,Accidental Puncture or Laceration,350 ," 1,106,823 ",31.62
2007,Alameda,25,Accidental Puncture or Laceration,372 ," 1,117,973 ",33.27
2008,Alameda,25,Accidental Puncture or Laceration,342 ," 1,136,417 ",30.09
2009,Alameda,25,Accidental Puncture or Laceration,320 ," 1,155,287 ",27.70
2010,Alameda,25,Accidental Puncture or Laceration,332 ," 1,169,910 ",28.38
2011,Alameda,25,Accidental Puncture or Laceration,364 ," 1,186,810 ",30.67
2012,Alameda,25,Accidental Puncture or Laceration,307 ," 1,173,980 ",26.15
2013,Alameda,25,Accidental Puncture or Laceration,275 ," 1,197,759 ",22.96
2014,Alameda,25,Accidental Puncture or Laceration,261 ," 1,192,027 ",21.90
2015,Alameda,25,Accidental Puncture or Laceration,125 ," 923,607 ",13.53
2005,Alpine,25,Accidental Puncture or Laceration,1 , 979 ,102.15
2006,Alpine,25,Accidental Puncture or Laceration,0 ," 1,001 ",0.00
2007,Alpine,25,Accidental Puncture or Laceration,2 ," 1,009 ",198.22
2008,Alpine,25,Accidental Puncture or Laceration,0 , 957 ,0.00
2009,Alpine,25,Accidental Puncture or Laceration,0 , 947 ,0.00
2010,Alpine,25,Accidental Puncture or Laceration,0 , 895 ,0.00
2011,Alpine,25,Accidental Puncture or Laceration,0 , 888 ,0.00
2012,Alpine,25,Accidental Puncture or Laceration,0 ," 2,975 ",0.00
2013,Alpine,25,Accidental Puncture or Laceration,0 ," 2,967 ",0.00
2014,Alpine,25,Accidental Puncture or Laceration,0 ," 2,018 ",0.00
2015,Alpine,25,Accidental Puncture or Laceration,0 ," 3,000 ",0.00
2005,Amador,25,Accidental Puncture or Laceration,13 ," 31,101 ",41.80
2006,Amador,25,Accidental Puncture or Laceration,23 ," 31,460 ",73.11
2007,Amador,25,Accidental Puncture or Laceration,18 ," 31,883 ",56.46
2008,Amador,25,Accidental Puncture or Laceration,16 ," 31,619 ",50.60
2009,Amador,25,Accidental Puncture or Laceration,15 ," 31,769 ",47.22
2010,Amador,25,Accidental Puncture or Laceration,10 ," 31,720 ",31.53
2011,Amador,25,Accidental Puncture or Laceration,12 ," 31,760 ",37.78
2012,Amador,25,Accidental Puncture or Laceration,11 ," 32,614 ",33.73
2013,Amador,25,Accidental Puncture or Laceration,10 ," 32,252 ",31.01
2014,Amador,25,Accidental Puncture or Laceration,20 ," 33,224 ",60.20
2015,Amador,25,Accidental Puncture or Laceration,12 ," 24,635 ",48.71
2005,Butte,25,Accidental Puncture or Laceration,63 ," 165,310 ",38.11
2006,Butte,25,Accidental Puncture or Laceration,86 ," 167,351 ",51.39
2007,Butte,25,Accidental Puncture or Laceration,61 ," 168,208 ",36.26
2008,Butte,25,Accidental Puncture or Laceration,78 ," 169,793 ",45.94
2009,Butte,25,Accidental Puncture or Laceration,56 ," 170,726 ",32.80
2010,Butte,25,Accidental Puncture or Laceration,69 ," 171,576 ",40.22
2011,Butte,25,Accidental Puncture or Laceration,58 ," 172,643 ",33.60
2012,Butte,25,Accidental Puncture or Laceration,76 ," 169,573 ",44.82
2013,Butte,25,Accidental Puncture or Laceration,71 ," 170,817 ",41.56
2014,Butte,25,Accidental Puncture or Laceration,49 ," 175,975 ",27.84
2015,Butte,25,Accidental Puncture or Laceration,23 ," 128,928 ",17.84
2005,Calaveras,25,Accidental Puncture or Laceration,22 ," 35,913 ",61.26
2006,Calaveras,25,Accidental Puncture or Laceration,33 ," 36,599 ",90.17
2007,Calaveras,25,Accidental Puncture or Laceration,28 ," 36,944 ",75.79
2008,Calaveras,25,Accidental Puncture or Laceration,23 ," 37,092 ",62.01
2009,Calaveras,25,Accidental Puncture or Laceration,17 ," 36,875 ",46.10
2010,Calaveras,25,Accidental Puncture or Laceration,12 ," 36,801 ",32.61
2011,Calaveras,25,Accidental Puncture or Laceration,15 ," 36,652 ",40.93
2012,Calaveras,25,Accidental Puncture or Laceration,24 ," 37,597 ",63.83
2013,Calaveras,25,Accidental Puncture or Laceration,16 ," 37,646 ",42.50
2014,Calaveras,25,Accidental Puncture or Laceration,7 ," 38,886 ",18.00
2015,Calaveras,25,Accidental Puncture or Laceration,6 ," 28,698 ",20.91
2005,Colusa,25,Accidental Puncture or Laceration,7 ," 14,456 ",48.42
2006,Colusa,25,Accidental Puncture or Laceration,5 ," 14,677 ",34.07
2007,Colusa,25,Accidental Puncture or Laceration,6 ," 14,837 ",40.44
2008,Colusa,25,Accidental Puncture or Laceration,2 ," 14,891 ",13.43
2009,Colusa,25,Accidental Puncture or Laceration,8 ," 14,960 ",53.48
2010,Colusa,25,Accidental Puncture or Laceration,9 ," 15,117 ",59.54
2011,Colusa,25,Accidental Puncture or Laceration,3 ," 15,206 ",19.73
2012,Colusa,25,Accidental Puncture or Laceration,2 ," 16,676 ",11.99
2013,Colusa,25,Accidental Puncture or Laceration,4 ," 16,775 ",23.85
2014,Colusa,25,Accidental Puncture or Laceration,6 ," 16,640 ",36.06
2015,Colusa,25,Accidental Puncture or Laceration,1 ," 13,258 ",7.54
2005,Contra Costa,25,Accidental Puncture or Laceration,332 ," 744,835 ",44.57
2006,Contra Costa,25,Accidental Puncture or Laceration,342 ," 747,747 ",45.74
2007,Contra Costa,25,Accidental Puncture or Laceration,293 ," 755,752 ",38.77
2008,Contra Costa,25,Accidental Puncture or Laceration,257 ," 767,612 ",33.48
2009,Contra Costa,25,Accidental Puncture or Laceration,263 ," 780,970 ",33.68
2010,Contra Costa,25,Accidental Puncture or Laceration,287 ," 793,960 ",36.15
2011,Contra Costa,25,Accidental Puncture or Laceration,256 ," 808,054 ",31.68
2012,Contra Costa,25,Accidental Puncture or Laceration,264 ," 793,369 ",33.28
2013,Contra Costa,25,Accidental Puncture or Laceration,264 ," 808,882 ",32.64
2014,Contra Costa,25,Accidental Puncture or Laceration,180 ," 818,959 ",21.98
2015,Contra Costa,25,Accidental Puncture or Laceration,108 ," 620,275 ",17.41
2005,Del Norte,25,Accidental Puncture or Laceration,13 ," 22,067 ",58.91
2006,Del Norte,25,Accidental Puncture or Laceration,9 ," 22,055 ",40.81
2007,Del Norte,25,Accidental Puncture or Laceration,10 ," 22,315 ",44.81
2008,Del Norte,25,Accidental Puncture or Laceration,10 ," 22,398 ",44.65
2009,Del Norte,25,Accidental Puncture or Laceration,9 ," 22,525 ",39.96
2010,Del Norte,25,Accidental Puncture or Laceration,8 ," 22,507 ",35.54
2011,Del Norte,25,Accidental Puncture or Laceration,4 ," 22,606 ",17.69
2012,Del Norte,25,Accidental Puncture or Laceration,8 ," 23,687 ",33.77
2013,Del Norte,25,Accidental Puncture or Laceration,2 ," 23,420 ",8.54
2014,Del Norte,25,Accidental Puncture or Laceration,4 ," 23,656 ",16.91
2015,Del Norte,25,Accidental Puncture or Laceration,2 ," 17,650 ",11.33
2005,El Dorado,25,Accidental Puncture or Laceration,68 ," 132,739 ",51.23
2006,El Dorado,25,Accidental Puncture or Laceration,59 ," 134,458 ",43.88
2007,El Dorado,25,Accidental Puncture or Laceration,72 ," 135,852 ",53.00
2008,El Dorado,25,Accidental Puncture or Laceration,63 ," 137,534 ",45.81
2009,El Dorado,25,Accidental Puncture or Laceration,64 ," 139,337 ",45.93
2010,El Dorado,25,Accidental Puncture or Laceration,45 ," 140,597 ",32.01
2011,El Dorado,25,Accidental Puncture or Laceration,34 ," 141,461 ",24.03
2012,El Dorado,25,Accidental Puncture or Laceration,47 ," 139,213 ",33.76
2013,El Dorado,25,Accidental Puncture or Laceration,33 ," 140,808 ",23.44
2014,El Dorado,25,Accidental Puncture or Laceration,29 ," 146,643 ",19.78
2015,El Dorado,25,Accidental Puncture or Laceration,18 ," 106,572 ",16.89
2005,Fresno,25,Accidental Puncture or Laceration,213 ," 605,300 ",35.19
2006,Fresno,25,Accidental Puncture or Laceration,220 ," 614,966 ",35.77
2007,Fresno,25,Accidental Puncture or Laceration,230 ," 624,332 ",36.84
2008,Fresno,25,Accidental Puncture or Laceration,252 ," 634,600 ",39.71
2009,Fresno,25,Accidental Puncture or Laceration,249 ," 644,386 ",38.64
2010,Fresno,25,Accidental Puncture or Laceration,288 ," 654,204 ",44.02
2011,Fresno,25,Accidental Puncture or Laceration,284 ," 664,750 ",42.72
2012,Fresno,25,Accidental Puncture or Laceration,255 ," 642,666 ",39.68
2013,Fresno,25,Accidental Puncture or Laceration,243 ," 650,435 ",37.36
2014,Fresno,25,Accidental Puncture or Laceration,151 ," 679,486 ",22.22
2015,Fresno,25,Accidental Puncture or Laceration,70 ," 491,442 ",14.24
2005,Glenn,25,Accidental Puncture or Laceration,6 ," 19,553 ",30.69
2006,Glenn,25,Accidental Puncture or Laceration,11 ," 19,729 ",55.76
2007,Glenn,25,Accidental Puncture or Laceration,9 ," 19,842 ",45.36
2008,Glenn,25,Accidental Puncture or Laceration,7 ," 20,067 ",34.88
2009,Glenn,25,Accidental Puncture or Laceration,12 ," 20,155 ",59.54
2010,Glenn,25,Accidental Puncture or Laceration,10 ," 20,313 ",49.23
2011,Glenn,25,Accidental Puncture or Laceration,11 ," 20,400 ",53.92
2012,Glenn,25,Accidental Puncture or Laceration,6 ," 21,643 ",27.72
2013,Glenn,25,Accidental Puncture or Laceration,6 ," 21,703 ",27.65
2014,Glenn,25,Accidental Puncture or Laceration,2 ," 21,574 ",9.27
2015,Glenn,25,Accidental Puncture or Laceration,2 ," 16,846 ",11.87
2005,Humboldt,25,Accidental Puncture or Laceration,56 ," 102,809 ",54.47
2006,Humboldt,25,Accidental Puncture or Laceration,59 ," 103,611 ",56.94
2007,Humboldt,25,Accidental Puncture or Laceration,58 ," 103,821 ",55.87
2008,Humboldt,25,Accidental Puncture or Laceration,43 ," 104,570 ",41.12
2009,Humboldt,25,Accidental Puncture or Laceration,60 ," 105,478 ",56.88
2010,Humboldt,25,Accidental Puncture or Laceration,38 ," 106,717 ",35.61
2011,Humboldt,25,Accidental Puncture or Laceration,25 ," 107,013 ",23.36
2012,Humboldt,25,Accidental Puncture or Laceration,23 ," 105,607 ",21.78
2013,Humboldt,25,Accidental Puncture or Laceration,19 ," 105,726 ",17.97
2014,Humboldt,25,Accidental Puncture or Laceration,23 ," 108,619 ",21.17
2015,Humboldt,25,Accidental Puncture or Laceration,20 ," 79,121 ",25.28
2005,Imperial,25,Accidental Puncture or Laceration,38 ," 109,478 ",34.71
2006,Imperial,25,Accidental Puncture or Laceration,31 ," 112,879 ",27.46
2007,Imperial,25,Accidental Puncture or Laceration,40 ," 115,944 ",34.50
2008,Imperial,25,Accidental Puncture or Laceration,43 ," 118,550 ",36.27
2009,Imperial,25,Accidental Puncture or Laceration,40 ," 121,552 ",32.91
2010,Imperial,25,Accidental Puncture or Laceration,32 ," 124,055 ",25.80
2011,Imperial,25,Accidental Puncture or Laceration,18 ," 125,985 ",14.29
2012,Imperial,25,Accidental Puncture or Laceration,24 ," 122,385 ",19.61
2013,Imperial,25,Accidental Puncture or Laceration,28 ," 122,276 ",22.90
2014,Imperial,25,Accidental Puncture or Laceration,10 ," 130,127 ",7.68
2015,Imperial,25,Accidental Puncture or Laceration,11 ," 92,754 ",11.86
2005,Inyo,25,Accidental Puncture or Laceration,2 ," 14,549 ",13.75
2006,Inyo,25,Accidental Puncture or Laceration,2 ," 14,456 ",13.84
2007,Inyo,25,Accidental Puncture or Laceration,19 ," 14,505 ",130.99
2008,Inyo,25,Accidental Puncture or Laceration,8 ," 14,485 ",55.23
